Unnamed: 0,label,MainText,sms,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
4706.0,ham,kinda. first one get twelve! aah. speak tomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886.0,ham,send someone else :-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980.0,phishing,"evanie, i'm anna, been, i'm back denver.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841.0,ham,"will, guy close?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477.0,ham,dont thnk wrong discussion...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480.0,ham,excellent. spent &lt,#&gt, year air force. iraq afghanistan. stable honest. like traveling?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411.0,ham,said anything wrong sorry de:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666.0,phishing,"property bhi aapki rent bhi aapka, invest r 17k lac fully furnished office space & earn r 17k per month wid bank guarantee, noida cont.9990584817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264.0,phishing,"timesensitivenotice: exposed unsafewater? someone love stationed, worked, lived least 30 day marine corp base campiejeune prior 1988, may entitled significantcompensation. get nocost-consultation calling: 1-833-597-2291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681.0,ham,u coming funeral home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408.0,ham,"er, hello, thing didn‘t quite go plan – limping slowly home followed aa exhaust hanging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684.0,ham,"thk shld b can... ya, wana go 4 lessons... haha, go one whole stretch...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522.0,ham,"got like $ &lt;#&gt; , get later though. get whatever feel like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152.0,phishing,alert: edd account signed new device. kindly click https://secur-34b0a-protect.duckdns.org/auth/ regain access visit nearby branch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059.0,ham,well great weekend!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969.0,phishing,knock knock..it's flat 500 cashback diwali @ fantastic friday sale wait now. shop & apply cb500 u1.mnge.co/dj8pka thedermaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770.0,phishing,awarded sipix digital camera! call 09061221066 fromm landline. delivery within 12 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571.0,ham,i'm serious. money base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671.0,ham,"that's cool, i'll come like &lt;#&gt; ish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953.0,ham,thing r good thanx got exam march ive done revision? fran still boyf? ive gotta interviw 4 exeter bit worried!x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128.0,ham,always saying welp?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307.0,ham,"ugh can't u apologize, admit u wrong ask take u back?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807.0,ham,water logging desert. geoenvironmental implications.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054.0,ham,keeping away like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510.0,ham,chk ur belovd dict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023.0,ham,planning come chennai?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,ham,gudnite....tc...practice going,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.0,ham,"ok. much though. h&m friday, cant wait. dunno wot hell im gonna another 3 weeks! become slob- oh wait, already done that!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749.0,ham,said look pretty wif long hair wat. thk he's cutting quite short 4 leh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819.0,ham,k...k...when give treat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7032.0,phishing,"hey, john here, i'm hard time delivering parcel. please fill missing detail here: zskuyyd.com/aj4bdnxg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606.0,ham,"nothing. meant money enters account here, bank remove flat rate. someone transfered &lt;#&gt; account &lt;#&gt; dollar got removed. bank differ charge also differ.be sure trust 9ja person sending account detail cos...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430.0,ham,ta job available? let know please co really need start working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659.0,ham,time u wrkin?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313.0,ham,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world....gnun - sent via way2sms.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762.0,phishing,heard u4 while. call 4 rude chat private line 01223585334 cum. wan 2c pic gettin shagged text pix 8552.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658.0,ham,sent them. like?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,ham,ü neva tell noe... i'm home da aft wat...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.0,ham,see film:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ham,package delivery. track here: https://tracking.example.com/123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271.0,ham,"yo, jp hungry like mofo?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145.0,phishing,ur cash-balance currently 500 pound - maximize ur cash-in send go 86688 150p/meg. cc: 08718720201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490.0,phishing,"hey im brandon, s.n p: - chiquta228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,ham,k..give back thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340.0,ham,eat jap done oso aft ur lect wat... ü got lect 12 rite...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070.0,phishing,earn home depot $100 gift card http://abusenat.associates/mkd6ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611.0,phishing,u.s.p.s - package arrived warehouse cannot delivered due incomplete address information.confirm address link. https://ertups.com (copy link safari browser open it),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941.0,ham,loosu go hospital. de dont let careless.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,ham,yeah jus rite...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928.0,ham,going dinner.msg after.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6848.0,phishing,"[irs ]your 2023 tax return discrepancy missing information. due $573.00 refund. submit required document immediately avoid delay penalties.please confirm information link. https://irs.gov.tax-helping.com (please reply 1, exit sms, open sm activation link again, copy link open safari browser) irs act secure refund.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872.0,ham,"shit really shocking scary, cant imagine second. def night out. u think somewhere could crash night, save taxi?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076.0,ham,many lick take get center tootsie pop?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779.0,ham,intrepid duo you! great time see soon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883.0,ham,u buy newspaper already?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184.0,ham,"sry can't talk phone, parent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523.0,ham,yup... ü noe leh...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025.0,ham,"fun fact: although would think armand would eventually build tolerance shit considering much smokes, get like 2 hit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208.0,ham,oops phone died even know. yeah like better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032.0,ham,k. call ah?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845.0,ham,happy birthday you....dear.with lot love.rakhesh nri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539.0,ham,u sure u can't take sick time?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5981.0,phishing,"hello! i'm amy. annie? i'm really sorry. dialed wrong number. thought friend. embarrassing. nice day. thank you. really nice guy, today really awkward, nice meet new friend.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118.0,ham,"wondering, others took",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624.0,phishing,"(am#zon) 163975 4ccount i_ocked,fix bill-now. //unusa.id/9rua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107.0,ham,"many people seems special first sight, remain special till last sight..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171.0,ham,u...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066.0,ham,thank you. generally date brothas?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,phishing,goldviking (29/m) inviting friend. reply yes-762 no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd 62468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992.0,phishing,"<subject: nosubject> free msg: bill paid march. thanks, here's little gift you: sirreeprematurely.com/x9csse4sfa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481.0,ham,drama pls.i enough family struggling hot sun strange place.no reason ego going 'if invited' actually necessity go.wait serious reppurcussions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040.0,phishing,dale safedriveralert: look like charged yourautopolicy. late to-apply safedriverdiscountperks getreimbursed. kzrp1h.com/bff4948af7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,ham,"anybody's number, still thought tactful way ask alex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478.0,ham,stupid say challenge god.you dont think write instead respond immed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146.0,ham,oops shower u called. hey parking garage collapsed university hospital. see i'm crazy. stuff like happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.0,ham,actually decided hungry left yet :v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835.0,ham,lost 4 pound since doc visit last week woot woot! i'm gonna celebrate stuffing face!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,ham,lol yes. friendship hanging thread cause u buy stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677.0,ham,"tyler (getting 8th) leave long 9, get like hour?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072.0,ham,take u shopping mark distract isaiah.=d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466.0,ham,yet chikku..wat abt u?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983.0,phishing,"navratra special launching 9th oct. chd presnts phase-3 avenue71, shona road, gurgaon *@rs.4150/- lease rs.400/- inaugural discount sm icd 54999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818.0,ham,wot u 2 bitch?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241.0,ham,lol would mom would fit tell whole family crazy terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046.0,ham,way office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989.0,phishing,<subject: c4c26> z??? bank america hurry ! offer arrived! ($$90 value). /.//storag e.googleapis.com/jzoxubc/1fhg3lf bank america,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928.0,ham,getting anywhere damn job hunting here!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501.0,ham,"hav almost reached. call, unable connect u.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030.0,ham,u love someone dont make love u much u do. love much dont want loved anyone except you... gud nit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828.0,ham,hello site download song urgent pls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510.0,ham,wont touch permission.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839.0,ham,enjoy urself tmr...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416.0,ham,yar else i'll thk sort funny things.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419.0,phishing,"j9tino account locked due suspicious activity. last order subsription hold issue fixed. click link unlock account: www.linkedin.com/slink?code=d8kfdkxy complete verification process 12 hours, amazon account terminated. sincerely, amazon team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946.0,phishing,"record indicate involved accident last 2.5 years. entitled claim compensation, reply claim info stop opt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686.0,ham,"plz note: anyone calling mobile co. &amp; asks u type # &lt;#&gt; # &lt;#&gt; . so. disconnect call,coz iz attempt 'terrorist' make use sim card no. itz confirmd nokia n motorola n verified cnn ibn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028.0,ham,wat make u thk i'll fall down. actually thk i'm quite prone 2 falls. lucky dad home ask come n fetch already.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542.0,ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship... wish u happy birth day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086.0,phishing,no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062.0,ham,sure neighbor didnt pick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801.0,ham,also bringing galileo dobby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017.0,phishing,turned auto-scan device! 3 malicious file found! enable auto-scan xsschju.com/w70a9956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672.0,ham,we'll join &lt,#&gt, bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.0,ham,r home coming within 20 min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500.0,ham,da:)whats plan? let mw know�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535.0,ham,mm entirely sure understood text hey. ho. weekend?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393.0,ham,"alright, we're set here, text man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458.0,ham,hope arnt pissed id would really like see tomorrow. love xxxxxxxxxxxxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457.0,phishing,"transaction alerts: b card used 05/12/23 15:46:55 est $1991.51, recognise transaction contact u +18663241582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829.0,ham,k tell anything you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306.0,ham,"sorry man, stash ran dry last night can't pick sunday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966.0,ham,i'm class. get text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538.0,phishing,suprise!!! https://tinyurl.com/1tr77g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394.0,ham,okay. going sleep now. later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946.0,ham,i've reached sch already...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940.0,ham,"i'll see, prolly yeah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.0,ham,yar wanted 2 scold u yest late already... got zhong se qing you? u ask b4 ask i'll go w u lor. n u still act real.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891.0,ham,"k do, addie &amp; art i'll get home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928.0,ham,dunno lei... like dun haf...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335.0,ham,hey. got mail?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434.0,ham,ugh hopefully asus ppl dont randomly reformat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0,ham,"i'm meeting, call later 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188.0,ham,"oh, phone phoned disconnected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,ham,india win level series mean record:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012.0,phishing,would like see xxx pic ...they nearly banned uk!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588.0,phishing,"citibank: finish linking amanda p account, reply y. never authorized this? visit https://cb1online.com/ secure account.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609.0,ham,done? handed in? celebration full swing yet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336.0,ham,good evening! ttyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
